2024-04-10 22:48:25,033 INFO    StreamThr :22704 [internal.py:wandb_internal():86] W&B internal server running at pid: 22704, started at: 2024-04-10 22:48:25.033582
2024-04-10 22:48:25,034 DEBUG   HandlerThread:22704 [handler.py:handle_request():146] handle_request: status
2024-04-10 22:48:25,034 INFO    WriterThread:22704 [datastore.py:open_for_write():87] open: C:\Users\marcb\OneDrive\Desktop\mberghouse\Mammo_classification_scripts\wandb\run-20240410_224825-llr7y5q1\run-llr7y5q1.wandb
2024-04-10 22:48:25,034 DEBUG   SenderThread:22704 [sender.py:send():379] send: header
2024-04-10 22:48:25,053 DEBUG   SenderThread:22704 [sender.py:send():379] send: run
2024-04-10 22:48:25,424 INFO    SenderThread:22704 [dir_watcher.py:__init__():211] watching files in: C:\Users\marcb\OneDrive\Desktop\mberghouse\Mammo_classification_scripts\wandb\run-20240410_224825-llr7y5q1\files
2024-04-10 22:48:25,424 INFO    SenderThread:22704 [sender.py:_start_run_threads():1124] run started: llr7y5q1 with start time 1712814505.033581
2024-04-10 22:48:25,426 DEBUG   HandlerThread:22704 [handler.py:handle_request():146] handle_request: check_version
2024-04-10 22:48:25,426 DEBUG   SenderThread:22704 [sender.py:send_request():406] send_request: check_version
2024-04-10 22:48:25,593 DEBUG   HandlerThread:22704 [handler.py:handle_request():146] handle_request: run_start
2024-04-10 22:48:25,602 DEBUG   HandlerThread:22704 [system_info.py:__init__():26] System info init
2024-04-10 22:48:25,602 DEBUG   HandlerThread:22704 [system_info.py:__init__():41] System info init done
2024-04-10 22:48:25,602 INFO    HandlerThread:22704 [system_monitor.py:start():194] Starting system monitor
2024-04-10 22:48:25,602 INFO    SystemMonitor:22704 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-10 22:48:25,602 INFO    HandlerThread:22704 [system_monitor.py:probe():214] Collecting system info
2024-04-10 22:48:25,602 INFO    SystemMonitor:22704 [interfaces.py:start():190] Started cpu monitoring
2024-04-10 22:48:25,609 DEBUG   HandlerThread:22704 [system_info.py:probe():150] Probing system
2024-04-10 22:48:25,609 INFO    SystemMonitor:22704 [interfaces.py:start():190] Started disk monitoring
2024-04-10 22:48:25,609 INFO    SystemMonitor:22704 [interfaces.py:start():190] Started gpu monitoring
2024-04-10 22:48:25,616 INFO    SystemMonitor:22704 [interfaces.py:start():190] Started memory monitoring
2024-04-10 22:48:25,623 INFO    SystemMonitor:22704 [interfaces.py:start():190] Started network monitoring
2024-04-10 22:48:25,623 DEBUG   HandlerThread:22704 [system_info.py:_probe_git():135] Probing git
2024-04-10 22:48:25,661 DEBUG   HandlerThread:22704 [system_info.py:_probe_git():143] Probing git done
2024-04-10 22:48:25,661 DEBUG   HandlerThread:22704 [system_info.py:probe():198] Probing system done
