2024-04-10 05:29:21,306 INFO    StreamThr :20688 [internal.py:wandb_internal():86] W&B internal server running at pid: 20688, started at: 2024-04-10 05:29:21.305987
2024-04-10 05:29:21,308 DEBUG   HandlerThread:20688 [handler.py:handle_request():146] handle_request: status
2024-04-10 05:29:21,309 INFO    WriterThread:20688 [datastore.py:open_for_write():87] open: C:\Users\marcb\OneDrive\Desktop\mberghouse\Mammo_classification_scripts\wandb\run-20240410_052921-21oelyor\run-21oelyor.wandb
2024-04-10 05:29:21,309 DEBUG   SenderThread:20688 [sender.py:send():379] send: header
2024-04-10 05:29:21,319 DEBUG   SenderThread:20688 [sender.py:send():379] send: run
2024-04-10 05:29:21,695 INFO    SenderThread:20688 [dir_watcher.py:__init__():211] watching files in: C:\Users\marcb\OneDrive\Desktop\mberghouse\Mammo_classification_scripts\wandb\run-20240410_052921-21oelyor\files
2024-04-10 05:29:21,695 INFO    SenderThread:20688 [sender.py:_start_run_threads():1124] run started: 21oelyor with start time 1712752161.306993
2024-04-10 05:29:21,695 DEBUG   HandlerThread:20688 [handler.py:handle_request():146] handle_request: check_version
2024-04-10 05:29:21,695 DEBUG   SenderThread:20688 [sender.py:send_request():406] send_request: check_version
2024-04-10 05:29:21,887 DEBUG   HandlerThread:20688 [handler.py:handle_request():146] handle_request: run_start
2024-04-10 05:29:21,903 DEBUG   HandlerThread:20688 [system_info.py:__init__():26] System info init
2024-04-10 05:29:21,903 DEBUG   HandlerThread:20688 [system_info.py:__init__():41] System info init done
2024-04-10 05:29:21,903 INFO    HandlerThread:20688 [system_monitor.py:start():194] Starting system monitor
2024-04-10 05:29:21,903 INFO    SystemMonitor:20688 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-10 05:29:21,903 INFO    HandlerThread:20688 [system_monitor.py:probe():214] Collecting system info
2024-04-10 05:29:21,903 INFO    SystemMonitor:20688 [interfaces.py:start():190] Started cpu monitoring
2024-04-10 05:29:21,903 INFO    SystemMonitor:20688 [interfaces.py:start():190] Started disk monitoring
2024-04-10 05:29:21,903 INFO    SystemMonitor:20688 [interfaces.py:start():190] Started gpu monitoring
2024-04-10 05:29:21,911 INFO    SystemMonitor:20688 [interfaces.py:start():190] Started memory monitoring
2024-04-10 05:29:21,919 INFO    SystemMonitor:20688 [interfaces.py:start():190] Started network monitoring
2024-04-10 05:29:21,919 DEBUG   HandlerThread:20688 [system_info.py:probe():150] Probing system
2024-04-10 05:29:21,919 DEBUG   HandlerThread:20688 [system_info.py:_probe_git():135] Probing git
2024-04-10 05:29:21,951 DEBUG   HandlerThread:20688 [system_info.py:_probe_git():143] Probing git done
2024-04-10 05:29:21,951 DEBUG   HandlerThread:20688 [system_info.py:probe():198] Probing system done
