2024-04-10 22:59:42,756 INFO    StreamThr :19912 [internal.py:wandb_internal():86] W&B internal server running at pid: 19912, started at: 2024-04-10 22:59:42.755493
2024-04-10 22:59:42,756 DEBUG   HandlerThread:19912 [handler.py:handle_request():146] handle_request: status
2024-04-10 22:59:42,758 INFO    WriterThread:19912 [datastore.py:open_for_write():87] open: C:\Users\marcb\OneDrive\Desktop\mberghouse\Mammo_classification_scripts\wandb\run-20240410_225942-9wc84eav\run-9wc84eav.wandb
2024-04-10 22:59:42,758 DEBUG   SenderThread:19912 [sender.py:send():379] send: header
2024-04-10 22:59:42,776 DEBUG   SenderThread:19912 [sender.py:send():379] send: run
2024-04-10 22:59:43,128 INFO    SenderThread:19912 [dir_watcher.py:__init__():211] watching files in: C:\Users\marcb\OneDrive\Desktop\mberghouse\Mammo_classification_scripts\wandb\run-20240410_225942-9wc84eav\files
2024-04-10 22:59:43,128 INFO    SenderThread:19912 [sender.py:_start_run_threads():1124] run started: 9wc84eav with start time 1712815182.756492
2024-04-10 22:59:43,134 DEBUG   HandlerThread:19912 [handler.py:handle_request():146] handle_request: check_version
2024-04-10 22:59:43,134 DEBUG   SenderThread:19912 [sender.py:send_request():406] send_request: check_version
2024-04-10 22:59:43,330 DEBUG   HandlerThread:19912 [handler.py:handle_request():146] handle_request: run_start
2024-04-10 22:59:43,349 DEBUG   HandlerThread:19912 [system_info.py:__init__():26] System info init
2024-04-10 22:59:43,349 DEBUG   HandlerThread:19912 [system_info.py:__init__():41] System info init done
2024-04-10 22:59:43,349 INFO    HandlerThread:19912 [system_monitor.py:start():194] Starting system monitor
2024-04-10 22:59:43,349 INFO    SystemMonitor:19912 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-10 22:59:43,349 INFO    HandlerThread:19912 [system_monitor.py:probe():214] Collecting system info
2024-04-10 22:59:43,352 INFO    SystemMonitor:19912 [interfaces.py:start():190] Started cpu monitoring
2024-04-10 22:59:43,352 INFO    SystemMonitor:19912 [interfaces.py:start():190] Started disk monitoring
2024-04-10 22:59:43,353 INFO    SystemMonitor:19912 [interfaces.py:start():190] Started gpu monitoring
2024-04-10 22:59:43,358 INFO    SystemMonitor:19912 [interfaces.py:start():190] Started memory monitoring
2024-04-10 22:59:43,370 DEBUG   HandlerThread:19912 [system_info.py:probe():150] Probing system
2024-04-10 22:59:43,370 INFO    SystemMonitor:19912 [interfaces.py:start():190] Started network monitoring
2024-04-10 22:59:43,371 DEBUG   HandlerThread:19912 [system_info.py:_probe_git():135] Probing git
2024-04-10 22:59:43,406 DEBUG   HandlerThread:19912 [system_info.py:_probe_git():143] Probing git done
2024-04-10 22:59:43,406 DEBUG   HandlerThread:19912 [system_info.py:probe():198] Probing system done
2024-04-10 22:59:43,406 DEBUG   HandlerThread:19912 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.11.4', 'heartbeatAt': '2024-04-11T05:59:43.370620', 'startedAt': '2024-04-11T05:59:42.752271', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'C:\\Users\\marcb\\OneDrive\\Desktop\\mberghouse\\Mammo_classification_scripts\\cbisddsm_classification_300x500.py', 'codePathLocal': 'cbisddsm_classification_300x500.py', 'codePath': 'cbisddsm_classification_300x500.py', 'git': {'remote': 'https://github.com/mberghouse/Mammo_classification_scripts.git', 'commit': 'd59dc79d44f1c76da13cb87f081897c34b6e3bad'}, 'email': '55556564+mberghouse@users.noreply.github.com', 'root': 'C:/Users/marcb/OneDrive/Desktop/mberghouse/Mammo_classification_scripts', 'host': 'PC-4090', 'username': 'marcb', 'executable': 'C:\\Users\\marcb\\AppData\\Local\\Programs\\Python\\Python311\\python.exe', 'cpu_count': 24, 'cpu_count_logical': 32, 'cpu_freq': {'current': 3200.0, 'min': 0.0, 'max': 3200.0}, 'cpu_freq_per_core': [{'current': 3200.0, 'min': 0.0, 'max': 3200.0}], 'disk': {'/': {'total': 1862.1513633728027, 'used': 1148.6481857299805}}, 'gpu': 'NVIDIA GeForce RTX 4090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}], 'memory': {'total': 95.81729507446289}}
2024-04-10 22:59:43,406 INFO    HandlerThread:19912 [system_monitor.py:probe():224] Finished collecting system info
2024-04-10 22:59:43,406 INFO    HandlerThread:19912 [system_monitor.py:probe():227] Publishing system info
2024-04-10 22:59:43,406 INFO    HandlerThread:19912 [system_monitor.py:probe():229] Finished publishing system info
2024-04-10 22:59:43,408 DEBUG   SenderThread:19912 [sender.py:send():379] send: files
2024-04-10 22:59:43,408 INFO    SenderThread:19912 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-04-10 22:59:43,465 DEBUG   HandlerThread:19912 [handler.py:handle_request():146] handle_request: python_packages
2024-04-10 22:59:43,465 DEBUG   SenderThread:19912 [sender.py:send_request():406] send_request: python_packages
2024-04-10 22:59:43,465 DEBUG   HandlerThread:19912 [handler.py:handle_request():146] handle_request: stop_status
2024-04-10 22:59:43,465 DEBUG   SenderThread:19912 [sender.py:send_request():406] send_request: stop_status
2024-04-10 22:59:43,465 DEBUG   HandlerThread:19912 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-10 22:59:43,713 DEBUG   SenderThread:19912 [sender.py:send():379] send: telemetry
2024-04-10 22:59:44,027 INFO    wandb-upload_0:19912 [upload_job.py:push():131] Uploaded file C:\Users\marcb\AppData\Local\Temp\tmpkkhn0dh3wandb\ua633fou-wandb-metadata.json
2024-04-10 22:59:44,139 INFO    Thread-16 :19912 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\marcb\OneDrive\Desktop\mberghouse\Mammo_classification_scripts\wandb\run-20240410_225942-9wc84eav\files\wandb-metadata.json
2024-04-10 22:59:44,139 INFO    Thread-16 :19912 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\marcb\OneDrive\Desktop\mberghouse\Mammo_classification_scripts\wandb\run-20240410_225942-9wc84eav\files\output.log
2024-04-10 22:59:44,139 INFO    Thread-16 :19912 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\marcb\OneDrive\Desktop\mberghouse\Mammo_classification_scripts\wandb\run-20240410_225942-9wc84eav\files\requirements.txt
2024-04-10 22:59:46,151 INFO    Thread-16 :19912 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\marcb\OneDrive\Desktop\mberghouse\Mammo_classification_scripts\wandb\run-20240410_225942-9wc84eav\files\output.log
2024-04-10 22:59:48,753 DEBUG   HandlerThread:19912 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 22:59:53,806 DEBUG   HandlerThread:19912 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 22:59:58,475 DEBUG   HandlerThread:19912 [handler.py:handle_request():146] handle_request: stop_status
2024-04-10 22:59:58,475 DEBUG   HandlerThread:19912 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-10 22:59:58,475 DEBUG   SenderThread:19912 [sender.py:send_request():406] send_request: stop_status
2024-04-10 22:59:59,687 DEBUG   HandlerThread:19912 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 23:00:00,252 INFO    Thread-16 :19912 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\marcb\OneDrive\Desktop\mberghouse\Mammo_classification_scripts\wandb\run-20240410_225942-9wc84eav\files\output.log
2024-04-10 23:00:05,060 DEBUG   HandlerThread:19912 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 23:00:06,319 INFO    Thread-16 :19912 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\marcb\OneDrive\Desktop\mberghouse\Mammo_classification_scripts\wandb\run-20240410_225942-9wc84eav\files\output.log
2024-04-10 23:00:10,122 DEBUG   HandlerThread:19912 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 23:00:12,371 INFO    Thread-16 :19912 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\marcb\OneDrive\Desktop\mberghouse\Mammo_classification_scripts\wandb\run-20240410_225942-9wc84eav\files\output.log
2024-04-10 23:00:13,475 DEBUG   HandlerThread:19912 [handler.py:handle_request():146] handle_request: stop_status
2024-04-10 23:00:13,475 DEBUG   SenderThread:19912 [sender.py:send_request():406] send_request: stop_status
2024-04-10 23:00:13,490 DEBUG   HandlerThread:19912 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-10 23:00:15,688 DEBUG   HandlerThread:19912 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 23:00:16,413 INFO    Thread-16 :19912 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\marcb\OneDrive\Desktop\mberghouse\Mammo_classification_scripts\wandb\run-20240410_225942-9wc84eav\files\config.yaml
2024-04-10 23:00:18,425 INFO    Thread-16 :19912 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\marcb\OneDrive\Desktop\mberghouse\Mammo_classification_scripts\wandb\run-20240410_225942-9wc84eav\files\output.log
